tuss_all_codes
00021207
00035108
00091742
10135961
19021123
19791734
19804956
19805489
19807942
20007817
20481730
20484380
20497666
20504257
20515199
20523829
30101077
30904030
30911117
31205054
40202380
40403300
40403319
40403432
40403459
40403475
40403491
40403513
40403670
40809099
50000462
52001148
52001342
52005836
52007308
52008983
60033487
60991410
61060330
70012199
70014221
70014264
70014280
70014302
70014337
70014370
70014388
70014396
70015716
70018669
70018677
70018685
70018723
70018731
70034516
70034524
70034532
70034699
70034737
70053340
70053359
70083878
70092281
70092290
70094721
70095345
70095353
70095361
70095469
70095485
70095493
70095515
70095531
70100691
70110700
70130817
70130825
70130833
70133867
70135550
70138770
70138990
70140260
70140332
70148660
70153116
70156441
70156476
70182493
70182558
70184623
70184992
70193002
70198020
70199710
70205299
70222797
70223068
70223238
70223254
70223769
70224455
70224595
70236976
70240191
70253846
70254788
70255440
70256063
70270791
70270821
70272409
70272417
70272425
70287155
70287309
70287317
70287325
70287791
70349622
70357382
70360758
70360812
70360910
70360944
70361010
70361045
70361096
70361100
70365512
70369526
70378371
70379335
70568456
70570990
70670927
70674060
70697817
70699143
70699259
70699801
70700109
70705240
70705259
70705275
70705291
70705313
70705330
70705348
70713804
70716307
70756716
70756740
70757585
70757607
70757712
70757739
70758743
70758778
70763690
70763720
70763739
70763747
70763755
70765553
70768498
70799172
70828334
70846529
70850348
70852057
70853517
70857563
70857571
70857580
70861986
70862001
70865906
70868522
70869804
70869812
70870390
70870403
70872350
70872422
70876762
70878102
70881405
70892393
70892547
70897280
70897310
70902852
70902860
70902879
70902887
70903360
70903379
70903387
70903395
70905436
70908788
70971900
71022287
71051350
71051368
71097520
71319417
71352724
71365460
71371176
71376399
71377875
71377999
71385525
71428690
71432094
71432116
71432124
71432132
71432140
71432159
71432167
71484159
71589368
71670556
71780416
71892249
72045850
72046104
72046120
72046147
72079800
72079959
72079967
72594918
72600900
72611006
72613270
72613289
72615800
72615907
72615990
72616164
73186201
73274666
73274704
73295884
73295906
73295930
73321273
73640123
73640140
73644382
73678376
73745235
73760900
73814482
73815837
73822914
73826685
73826987
73827177
73828890
73829412
73830240
73831662
73831735
73831808
74031554
74190628
74190636
74282859
74282891
74283332
74283383
74283693
74295195
74304410
74305336
74305468
74305913
74306324
74312383
75399709
75400634
75621762
75662540
76036200
76037274
76044963
76045145
76045625
76047016
76053156
76054349
76209520
76238326
76238334
76238342
76238350
76269663
76288986
76331261
76331288
76331296
76331300
76736237
76736296
76736318
76766446
76793966
76793974
76794008
76989569
76989577
76989585
76989593
76989607
76989615
76989631
76989666
76989674
77441516
77442407
77605381
77605390
78202388
78202477
78202531
78202612
78203341
78203481
78203848
78203880
78203937
78204020
78204119
78204925
78205549
78205590
78206049
78206065
78207991
78208033
78209412
78209617
78209714
78209730
78211387
78212065
78212103
78214203
78215510
78215935
78216060
78216664
78217270
78217334
78217466
78220203
78220220
78220718
78221277
78222729
78222745
78224551
78226392
78226554
78226651
78227313
78227445
78227453
78228425
78228441
78232074
78234107
78234638
78239656
78240921
78240964
78241065
78241413
78244013
78245460
78246911
78247594
78251370
78251516
78251540
78251559
78251567
78251583
78251648
78251656
78251664
78251699
78251745
78251770
78254973
78255210
78256445
78256518
78258260
78258740
78258847
78258855
78261309
78262887
78267404
78267650
78270847
78275261
78275342
78275377
78275741
78275911
78276390
78277744
78278341
78279585
78283183
78283230
78283299
78283396
78285046
78290376
78293502
78299233
78302447
78305365
78305535
78307830
78307945
78311640
78311675
78311713
78312000
78312477
78312523
78312558
78313643
78315506
78315514
78317002
78321425
78321530
78322383
78322588
78327393
78328969
78335825
78336040
78338166
78338760
78346410
78348900
78349346
78349389
78349419
78349796
78349982
78350727
78355230
78355273
78355427
78355494
78355621
78359112
78360323
78380260
78380278
78385113
78393388
78393396
78393477
78397243
78397278
78400066
78400309
78400422
78400490
78400554
78400643
78400651
78400880
78401135
78407354
78412609
78412650
78412684
78412811
78412900
78419190
78419204
78419263
78419522
78426480
78426944
78428718
78428726
78436850
78515947
78515955
78515963
78515980
78515998
78516005
78516021
78516030
78986222
78986583
78986672
78986737
78986818
78986923
78987113
78987717
78989060
78989094
78989205
78993164
78993210
79004210
79006604
79006850
79015700
79063640
79070019
79114253
79114458
79118798
79120423
79122191
79149790
79152279
79169473
79193030
79193684
79195342
79196055
79196233
79217893
79219144
79219330
79219390
79220991
79263755
79263860
79412041
79413412
79419178
79419445
79419470
79419526
79419623
79419640
79420664
79433588
80071104
85990043
90000006
90000007
90000008
90000020
90000100
90000105
90000106
90001060
90001150
90001419
90001699
90001834
90001893
90002822
90003322
90003640
90003802
90004256
90006569
90006585
90008332
90008375
90008391
90009339
90009380
90011783
90015533
90015550
90015770
90015851
90015894
90015908
90015959
90016009
90016017
90016033
90016750
90016777
90016793
90016815
90017226
90018915
90018940
90019520
90019601
90019636
90019660
90019687
90019717
90019725
90020057
90020189
90020510
90020529
90020677
90020685
90020693
90020707
90020766
90020898
90020910
90020944
90020979
90021061
90021088
90021487
90022300
90028660
90031776
90032721
90032748
90032756
90032764
90032772
90032780
90032802
90032918
90032993
90033019
90033213
90035097
90035216
90035240
90035313
90035321
90035372
90035534
90035542
90035550
90035666
90035720
90036775
90037596
90037722
90039017
90040228
90044410
90044436
90045068
90045335
90045424
90045440
90045785
90045807
90045874
90045963
90046099
90046102
90046129
90046145
90046161
90046170
90046188
90046595
90046617
90046625
90046811
90047125
90047184
90047222
90047265
90047435
90047516
90047621
90048296
90048482
90048490
90048601
90049543
90049764
90051181
90051629
90051645
90051971
90052404
90052560
90054598
90055829
90057309
90058402
90058838
90060148
90064216
90065468
90065492
90066049
90066456
90066871
90066880
90067266
90067444
90069617
90069897
90071271
90072081
90072090
90072103
90072120
90072936
90073436
90074092
90074378
90074742
90074998
90075013
90075200
90075412
90075552
90075900
90075919
90075986
90076010
90076079
90076087
90076222
90076249
90076257
90076354
90076419
90076494
90083113
90086554
90087372
90087860
90087933
90088115
90088166
90088174
90088212
90088786
90088794
90088808
90088905
90088948
90089219
90089340
90089359
90089413
90089421
90089430
90089863
90090101
90090110
90090152
90090225
90090683
90090691
90090799
90090926
90090985
90093194
90093259
90093488
90094352
90094379
90094875
90095332
90095693
90095740
90095766
90095782
90096827
90096924
90096991
90097300
90097378
90098196
90098218
90098412
90099087
90099117
90099419
90099443
90099575
90099630
90099648
90099672
90099699
90099702
90099710
90102231
90104625
90104668
90104676
90104706
90104749
90104765
90104820
90104960
90104978
90104986
90105060
90105079
90105133
90105141
90105168
90105184
90105230
90105710
90106024
90106326
90106369
90106679
90107020
90107047
90107209
90107784
90114157
90114163
90116020
90116127
90117298
90118812
90119398
90119401
90119410
90121023
90121686
90121716
90121767
90121783
90121791
90121813
90121821
90122232
90122453
90122623
90122704
90122712
90122763
90122836
90122844
90122852
90122933
90122950
90122968
90122984
90123140
90123158
90123166
90123190
90123204
90123212
90123220
90123239
90123247
90123255
90123832
90124120
90124162
90124189
90124200
90124308
90124324
90124596
90124910
90124928
90125010
90125096
90125100
90125320
90125398
90125410
90125479
90125568
90125576
